"强化规则ID
===
Id
===
int-cs","等级
===
Level
===
int-cs","需要经验
===
NeedExp
===
int-cs","属性成长0
===
AttrGrowUp0
===
float-cs","属性成长1
===
AttrGrowUp1
===
float-cs","属性成长2
===
AttrGrowUp2
===
float-cs","属性成长3
===
AttrGrowUp3
===
float-cs","属性成长4
===
AttrGrowUp4
===
float-cs","属性成长5
===
AttrGrowUp5
===
float-cs","属性成长6
===
AttrGrowUp6
===
float-cs","属性成长7
===
AttrGrowUp7
===
float-cs","属性成长8
===
AttrGrowUp8
===
float-cs","属性成长9
===
AttrGrowUp9
===
float-cs","属性成长10
===
AttrGrowUp10
===
float-cs","属性成长11
===
AttrGrowUp11
===
float-cs","属性成长12
===
AttrGrowUp12
===
float-cs","属性成长13
===
AttrGrowUp13
===
float-cs","属性成长14
===
AttrGrowUp14
===
float-cs","属性成长15
===
AttrGrowUp15
===
float-cs","属性成长16
===
AttrGrowUp16
===
float-cs","属性成长17
===
AttrGrowUp17
===
float-cs","属性成长18
===
AttrGrowUp18
===
float-cs","属性成长19
===
AttrGrowUp19
===
float-cs","属性成长20
===
AttrGrowUp20
===
float-cs","属性成长21
===
AttrGrowUp21
===
float-cs","属性成长22
===
AttrGrowUp22
===
float-cs","属性成长23
===
AttrGrowUp23
===
float-cs","属性成长24
===
AttrGrowUp24
===
float-cs","属性成长25
===
AttrGrowUp25
===
float-cs","属性成长26
===
AttrGrowUp26
===
float-cs","属性成长27
===
AttrGrowUp27
===
float-cs","属性成长28
===
AttrGrowUp28
===
float-cs","属性成长29
===
AttrGrowUp29
===
float-cs","属性成长30
===
AttrGrowUp30
===
float-cs","属性成长31
===
AttrGrowUp31
===
float-cs"
51083,84,2681375,1082,857,10750,0,0,360,0,0,182,364,364,364,549,549,552,552,413,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
51084,85,2768875,1090,861,10807,0,0,362,0,0,183,365,365,365,552,552,555,555,415,0,0,0,0,0,0,0,0,76,134,0,0,0,0,0
51085,86,2856375,1098,867,10879,0,0,362,0,0,184,367,367,367,555,555,558,558,417,0,0,0,0,0,0,0,0,77,134,0,0,0,0,0
51086,87,2943875,1106,872,10939,0,0,364,0,0,185,369,369,369,558,558,562,562,418,0,0,0,0,0,0,0,0,77,134,0,0,0,0,0
51087,88,3031375,1114,876,11000,0,0,364,0,0,185,371,371,371,561,561,565,565,420,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
51088,89,3118875,1122,882,11061,0,0,365,0,0,186,373,373,373,564,564,568,568,422,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
51089,90,3206375,1130,888,11120,0,0,367,0,0,187,374,374,374,567,567,571,571,424,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
51090,91,3293875,1238,986,13827,0,0,427,0,0,210,419,419,419,638,638,640,640,479,0,0,0,0,0,0,0,0,88,154,0,0,0,0,0
51091,92,3381375,1246,991,13895,0,0,428,0,0,211,421,421,421,641,641,643,643,481,0,0,0,0,0,0,0,0,88,155,0,0,0,0,0
51092,93,3468875,1254,997,13976,0,0,428,0,0,212,423,423,423,644,644,646,646,483,0,0,0,0,0,0,0,0,89,155,0,0,0,0,0
51093,94,3556375,1262,1001,14044,0,0,430,0,0,212,425,425,425,647,647,650,650,484,0,0,0,0,0,0,0,0,89,155,0,0,0,0,0
51094,95,3643875,1272,1007,14110,0,0,432,0,0,214,428,428,428,650,650,653,653,486,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
51095,96,3731375,1280,1012,14179,0,0,432,0,0,215,430,430,430,653,653,656,656,488,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
51096,97,3818875,1288,1018,14249,0,0,434,0,0,216,432,432,432,656,656,659,659,490,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
51097,98,3906375,1296,1023,14319,0,0,434,0,0,217,434,434,434,659,659,662,662,491,0,0,0,0,0,0,0,0,89,157,0,0,0,0,0
51098,99,3993875,1304,1028,14402,0,0,436,0,0,218,436,436,436,662,662,666,666,493,0,0,0,0,0,0,0,0,90,157,0,0,0,0,0
51099,100,4081375,1312,1033,14469,0,0,436,0,0,219,437,437,437,665,665,669,669,495,0,0,0,0,0,0,0,0,90,157,0,0,0,0,0
#西施,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52000,1,87,32,27,131,0,0,0,0,6,8,8,4,8,14,14,14,14,10,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
52001,2,100,38,32,156,0,0,0,0,6,10,10,5,10,16,16,17,17,12,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
52002,3,112,44,37,181,0,0,0,0,8,11,11,6,11,19,19,19,19,13,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
52003,4,125,50,42,207,0,0,0,0,8,13,13,6,13,21,21,22,22,15,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
52004,5,137,58,46,231,0,0,0,0,10,14,14,7,14,23,23,24,24,16,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
52005,6,150,64,51,260,0,0,0,0,10,16,16,8,16,26,26,27,27,18,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
52006,7,162,70,56,286,0,0,0,0,11,18,18,9,18,28,28,29,29,19,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
52007,8,175,76,61,313,0,0,0,0,11,19,19,10,19,30,30,32,32,21,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
52008,9,200,84,66,341,0,0,0,0,11,21,21,10,21,33,33,35,35,22,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
52009,10,225,90,72,366,0,0,0,0,13,22,22,11,22,35,35,37,37,24,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
52010,11,375,108,90,461,0,0,0,0,19,29,29,14,29,46,46,48,48,33,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0
52011,12,750,114,94,488,0,0,0,0,21,30,30,15,30,48,48,50,50,34,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
52012,13,1125,122,99,518,0,0,0,0,21,30,30,15,30,51,51,53,53,36,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
52013,14,1500,128,104,545,0,0,0,0,22,32,32,16,32,53,53,55,55,37,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
52014,15,1875,134,110,571,0,0,0,0,22,34,34,17,34,55,55,58,58,39,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
52015,16,2375,140,115,599,0,0,0,0,22,35,35,18,35,58,58,61,61,40,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
52016,17,2875,148,120,627,0,0,0,0,24,37,37,18,37,60,60,63,63,42,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
52017,18,3625,154,125,656,0,0,0,0,24,38,38,19,38,63,63,66,66,43,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
52018,19,4375,160,130,687,0,0,0,0,26,40,40,20,40,65,65,68,68,45,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
52019,20,5125,168,136,714,0,0,0,0,26,42,42,21,42,68,68,71,71,46,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
52020,21,6125,198,168,917,0,0,0,0,40,53,53,26,53,87,87,90,90,63,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
52021,22,7375,204,173,946,0,0,0,0,40,54,54,27,54,89,89,92,92,65,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
52022,23,8875,212,178,975,0,0,0,0,42,56,56,28,56,92,92,95,95,66,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
52023,24,10625,218,182,1004,0,0,0,0,42,58,58,29,58,94,94,97,97,68,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
52024,25,12625,224,187,1032,0,0,0,0,43,59,59,30,59,96,96,100,100,69,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
52025,26,14875,232,194,1064,0,0,0,0,43,61,61,30,61,99,99,103,103,71,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
52026,27,17375,238,198,1094,0,0,0,0,43,62,62,31,62,101,101,105,105,72,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
52027,28,20125,244,203,1124,0,0,0,0,45,64,64,32,64,104,104,108,108,74,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
52028,29,23125,252,208,1155,0,0,0,0,45,66,66,33,66,106,106,111,111,75,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
52029,30,26375,258,213,1183,0,0,0,0,46,67,67,34,67,109,109,113,113,77,0,0,0,0,0,0,0,0,12,22,0,0,0,0,0
52030,31,29875,302,261,1554,0,0,0,0,67,83,83,42,83,137,137,141,141,102,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
52031,32,33875,308,266,1585,0,0,0,0,69,85,85,42,85,140,140,143,143,103,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
52032,33,38125,316,270,1620,0,0,0,0,69,86,86,43,86,142,142,146,146,105,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
52033,34,42625,322,275,1652,0,0,0,0,69,88,88,44,88,145,145,149,149,107,0,0,0,0,0,0,0,0,19,32,0,0,0,0,0
52034,35,47375,330,282,1682,0,0,0,0,70,90,90,45,90,147,147,152,152,108,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
52035,36,52375,336,286,1713,0,0,0,0,70,91,91,46,91,150,150,154,154,110,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
52036,37,57625,344,291,1746,0,0,0,0,72,93,93,46,93,152,152,157,157,111,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
52037,38,63125,350,296,1778,0,0,0,0,72,94,94,47,94,155,155,160,160,113,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
52038,39,68875,356,302,1815,0,0,0,0,74,96,96,48,96,157,157,162,162,114,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
52039,40,75125,364,307,1846,0,0,0,0,74,98,98,49,98,160,160,165,165,116,0,0,0,0,0,0,0,0,20,34,0,0,0,0,0
52040,41,82000,422,370,2463,0,0,0,0,102,120,120,60,120,198,198,202,202,149,0,0,0,0,0,0,0,0,27,47,0,0,0,0,0
52041,42,89500,430,376,2497,0,0,0,0,104,122,122,61,122,201,201,205,205,151,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
52042,43,97625,436,381,2531,0,0,0,0,104,123,123,62,123,203,203,208,208,152,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
52043,44,106375,444,386,2566,0,0,0,0,106,125,125,62,125,206,206,211,211,154,0,0,0,0,0,0,0,0,28,48,0,0,0,0,0
52044,45,115125,450,392,2599,0,0,0,0,106,126,126,63,126,209,209,213,213,155,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
52045,46,124500,458,397,2639,0,0,0,0,107,128,128,64,128,211,211,216,216,157,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
52046,47,134500,464,402,2675,0,0,0,0,107,130,130,65,130,214,214,219,219,159,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
52047,48,145125,472,408,2710,0,0,0,0,109,131,131,66,131,216,216,221,221,160,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
52048,49,156375,478,413,2746,0,0,0,0,109,133,133,66,133,219,219,224,224,162,0,0,0,0,0,0,0,0,28,50,0,0,0,0,0
52049,50,168875,486,418,2781,0,0,0,0,109,134,134,67,134,221,221,227,227,163,0,0,0,0,0,0,0,0,29,50,0,0,0,0,0
52050,51,183875,560,499,3749,0,0,0,0,147,162,162,81,162,271,271,275,275,205,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0
52051,52,201375,568,504,3788,0,0,0,0,149,163,163,82,163,274,274,278,278,207,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0
52052,53,221375,574,509,3833,0,0,0,0,149,165,165,82,165,276,276,280,280,209,0,0,0,0,0,0,0,0,38,67,0,0,0,0,0
52053,54,243875,582,515,3872,0,0,0,0,150,166,166,83,166,279,279,283,283,210,0,0,0,0,0,0,0,0,38,67,0,0,0,0,0
52054,55,268875,590,520,3909,0,0,0,0,150,168,168,84,168,282,282,286,286,212,0,0,0,0,0,0,0,0,39,67,0,0,0,0,0
52055,56,306375,596,526,3949,0,0,0,0,152,170,170,85,170,284,284,289,289,213,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
52056,57,356375,604,531,3989,0,0,0,0,152,173,173,86,173,287,287,292,292,215,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
52057,58,418875,612,536,4029,0,0,0,0,154,174,174,87,174,290,290,295,295,216,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
52058,59,493875,618,542,4076,0,0,0,0,154,174,174,87,174,292,292,298,298,218,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0
52059,60,581375,626,547,4114,0,0,0,0,154,176,176,88,176,295,295,301,301,220,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0
52060,61,668875,720,646,5584,0,0,0,0,202,211,211,106,211,357,357,360,360,271,0,0,0,0,0,0,0,0,50,88,0,0,0,0,0
52061,62,756375,726,653,5628,0,0,0,0,203,214,214,107,214,360,360,363,363,273,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
52062,63,843875,734,658,5672,0,0,0,0,203,216,216,108,216,362,362,366,366,275,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
52063,64,931375,742,664,5717,0,0,0,0,205,218,218,109,218,365,365,369,369,276,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
52064,65,1018875,748,669,5760,0,0,0,0,205,219,219,110,219,368,368,372,372,278,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
52065,66,1106375,756,675,5813,0,0,0,0,206,221,221,110,221,371,371,375,375,279,0,0,0,0,0,0,0,0,51,90,0,0,0,0,0
52066,67,1193875,764,680,5859,0,0,0,0,206,222,222,111,222,373,373,378,378,281,0,0,0,0,0,0,0,0,51,90,0,0,0,0,0
52067,68,1281375,772,686,5905,0,0,0,0,208,224,224,112,224,376,376,381,381,283,0,0,0,0,0,0,0,0,52,90,0,0,0,0,0
52068,69,1368875,778,691,5952,0,0,0,0,208,226,226,113,226,379,379,384,384,284,0,0,0,0,0,0,0,0,52,91,0,0,0,0,0
52069,70,1456375,786,698,5996,0,0,0,0,210,227,227,114,227,382,382,387,387,286,0,0,0,0,0,0,0,0,52,91,0,0,0,0,0
52070,71,1543875,884,802,7836,0,0,0,0,259,264,264,132,264,447,447,449,449,339,0,0,0,0,0,0,0,0,63,110,0,0,0,0,0
52071,72,1631375,892,806,7887,0,0,0,0,259,266,266,133,266,449,449,452,452,341,0,0,0,0,0,0,0,0,63,111,0,0,0,0,0
52072,73,1718875,900,813,7948,0,0,0,0,261,267,267,134,267,452,452,455,455,342,0,0,0,0,0,0,0,0,63,111,0,0,0,0,0
52073,74,1806375,908,818,7999,0,0,0,0,261,269,269,134,269,455,455,459,459,344,0,0,0,0,0,0,0,0,64,111,0,0,0,0,0
52074,75,1893875,916,824,8049,0,0,0,0,262,270,270,135,270,458,458,462,462,346,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
52075,76,1981375,924,830,8101,0,0,0,0,262,272,272,136,272,461,461,465,465,347,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
52076,77,2068875,932,835,8154,0,0,0,0,264,274,274,137,274,464,464,468,468,349,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
52077,78,2156375,938,842,8207,0,0,0,0,264,275,275,138,275,467,467,471,471,351,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
52078,79,2243875,946,846,8270,0,0,0,0,266,277,277,138,277,469,469,474,474,352,0,0,0,0,0,0,0,0,64,113,0,0,0,0,0
52079,80,2331375,954,853,8320,0,0,0,0,266,278,278,139,278,472,472,477,477,354,0,0,0,0,0,0,0,0,65,113,0,0,0,0,0
52080,81,2418875,1058,962,10572,0,0,0,0,318,317,317,158,317,540,540,543,543,408,0,0,0,0,0,0,0,0,76,132,0,0,0,0,0
52081,82,2506375,1066,966,10631,0,0,0,0,318,318,318,159,318,543,543,546,546,410,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
52082,83,2593875,1074,973,10691,0,0,0,0,320,322,322,161,322,546,546,549,549,411,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
52083,84,2681375,1082,979,10750,0,0,0,0,320,323,323,162,323,549,549,552,552,413,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
52084,85,2768875,1090,984,10807,0,0,0,0,322,325,325,162,325,552,552,555,555,415,0,0,0,0,0,0,0,0,76,134,0,0,0,0,0
52085,86,2856375,1098,990,10879,0,0,0,0,322,326,326,163,326,555,555,558,558,417,0,0,0,0,0,0,0,0,77,134,0,0,0,0,0
52086,87,2943875,1106,997,10939,0,0,0,0,323,328,328,164,328,558,558,562,562,418,0,0,0,0,0,0,0,0,77,134,0,0,0,0,0
52087,88,3031375,1114,1002,11000,0,0,0,0,323,330,330,165,330,561,561,565,565,420,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
52088,89,3118875,1122,1008,11061,0,0,0,0,325,331,331,166,331,564,564,568,568,422,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
52089,90,3206375,1130,1014,11120,0,0,0,0,326,333,333,166,333,567,567,571,571,424,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
52090,91,3293875,1238,1126,13827,0,0,0,0,379,373,373,186,373,638,638,640,640,479,0,0,0,0,0,0,0,0,88,154,0,0,0,0,0
52091,92,3381375,1246,1133,13895,0,0,0,0,381,374,374,187,374,641,641,643,643,481,0,0,0,0,0,0,0,0,88,155,0,0,0,0,0
52092,93,3468875,1254,1139,13976,0,0,0,0,381,376,376,188,376,644,644,646,646,483,0,0,0,0,0,0,0,0,89,155,0,0,0,0,0
52093,94,3556375,1262,1144,14044,0,0,0,0,382,378,378,189,378,647,647,650,650,484,0,0,0,0,0,0,0,0,89,155,0,0,0,0,0
52094,95,3643875,1272,1150,14110,0,0,0,0,384,381,381,190,381,650,650,653,653,486,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
52095,96,3731375,1280,1157,14179,0,0,0,0,384,382,382,191,382,653,653,656,656,488,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
52096,97,3818875,1288,1163,14249,0,0,0,0,386,384,384,192,384,656,656,659,659,490,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
52097,98,3906375,1296,1170,14319,0,0,0,0,386,386,386,193,386,659,659,662,662,491,0,0,0,0,0,0,0,0,89,157,0,0,0,0,0
52098,99,3993875,1304,1174,14402,0,0,0,0,387,387,387,194,387,662,662,666,666,493,0,0,0,0,0,0,0,0,90,157,0,0,0,0,0
52099,100,4081375,1312,1181,14469,0,0,0,0,387,389,389,194,389,665,665,669,669,495,0,0,0,0,0,0,0,0,90,157,0,0,0,0,0
#杨贵妃,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000,1,87,45,31,131,0,5,0,0,0,7,7,7,3,14,14,14,14,10,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
53001,2,100,53,36,156,0,5,0,0,0,8,8,8,4,16,16,17,17,12,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
53002,3,112,62,41,181,0,7,0,0,0,9,9,9,5,19,19,19,19,13,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
53003,4,125,70,47,207,0,7,0,0,0,10,10,10,5,21,21,22,22,15,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
53004,5,137,81,52,231,0,8,0,0,0,12,12,12,6,23,23,24,24,16,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
53005,6,150,90,58,260,0,8,0,0,0,13,13,13,7,26,26,27,27,18,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
53006,7,162,98,63,286,0,9,0,0,0,14,14,14,7,28,28,29,29,19,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
53007,8,175,106,68,313,0,9,0,0,0,16,16,16,8,30,30,32,32,21,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
53008,9,200,118,74,341,0,9,0,0,0,17,17,17,8,33,33,35,35,22,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
53009,10,225,126,81,366,0,10,0,0,0,18,18,18,9,35,35,37,37,24,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
53010,11,375,151,101,461,0,16,0,0,0,23,23,23,12,46,46,48,48,33,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0
53011,12,750,160,106,488,0,17,0,0,0,25,25,25,12,48,48,50,50,34,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
53012,13,1125,171,112,518,0,17,0,0,0,25,25,25,12,51,51,53,53,36,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
53013,14,1500,179,117,545,0,18,0,0,0,26,26,26,13,53,53,55,55,37,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
53014,15,1875,188,124,571,0,18,0,0,0,27,27,27,14,55,55,58,58,39,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
53015,16,2375,196,130,599,0,18,0,0,0,29,29,29,14,58,58,61,61,40,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
53016,17,2875,207,135,627,0,20,0,0,0,30,30,30,15,60,60,63,63,42,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
53017,18,3625,216,140,656,0,20,0,0,0,31,31,31,16,63,63,66,66,43,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
53018,19,4375,224,146,687,0,21,0,0,0,33,33,33,16,65,65,68,68,45,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
53019,20,5125,235,153,714,0,21,0,0,0,34,34,34,17,68,68,71,71,46,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
53020,21,6125,277,189,917,0,33,0,0,0,43,43,43,21,87,87,90,90,63,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
53021,22,7375,286,194,946,0,33,0,0,0,44,44,44,22,89,89,92,92,65,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
53022,23,8875,297,200,975,0,34,0,0,0,46,46,46,23,92,92,95,95,66,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
53023,24,10625,305,205,1004,0,34,0,0,0,47,47,47,23,94,94,97,97,68,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
53024,25,12625,314,211,1032,0,35,0,0,0,48,48,48,24,96,96,100,100,69,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
53025,26,14875,325,218,1064,0,35,0,0,0,49,49,49,25,99,99,103,103,71,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
53026,27,17375,333,223,1094,0,35,0,0,0,51,51,51,25,101,101,105,105,72,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
53027,28,20125,342,229,1124,0,36,0,0,0,52,52,52,26,104,104,108,108,74,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
53028,29,23125,353,234,1155,0,36,0,0,0,53,53,53,27,106,106,111,111,75,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
53029,30,26375,361,239,1183,0,38,0,0,0,55,55,55,27,109,109,113,113,77,0,0,0,0,0,0,0,0,12,22,0,0,0,0,0
53030,31,29875,423,293,1554,0,55,0,0,0,68,68,68,34,137,137,141,141,102,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
53031,32,33875,431,299,1585,0,56,0,0,0,69,69,69,34,140,140,143,143,103,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
53032,33,38125,442,304,1620,0,56,0,0,0,70,70,70,35,142,142,146,146,105,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
53033,34,42625,451,310,1652,0,56,0,0,0,72,72,72,36,145,145,149,149,107,0,0,0,0,0,0,0,0,19,32,0,0,0,0,0
53034,35,47375,462,317,1682,0,57,0,0,0,73,73,73,36,147,147,152,152,108,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
53035,36,52375,470,322,1713,0,57,0,0,0,74,74,74,37,150,150,154,154,110,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
53036,37,57625,482,328,1746,0,59,0,0,0,75,75,75,38,152,152,157,157,111,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
53037,38,63125,490,333,1778,0,59,0,0,0,77,77,77,38,155,155,160,160,113,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
53038,39,68875,498,340,1815,0,60,0,0,0,78,78,78,39,157,157,162,162,114,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
53039,40,75125,510,346,1846,0,60,0,0,0,79,79,79,40,160,160,165,165,116,0,0,0,0,0,0,0,0,20,34,0,0,0,0,0
53040,41,82000,591,416,2463,0,83,0,0,0,98,98,98,49,198,198,202,202,149,0,0,0,0,0,0,0,0,27,47,0,0,0,0,0
53041,42,89500,602,423,2497,0,85,0,0,0,99,99,99,49,201,201,205,205,151,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
53042,43,97625,610,428,2531,0,85,0,0,0,100,100,100,50,203,203,208,208,152,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
53043,44,106375,622,434,2566,0,86,0,0,0,101,101,101,51,206,206,211,211,154,0,0,0,0,0,0,0,0,28,48,0,0,0,0,0
53044,45,115125,630,441,2599,0,86,0,0,0,103,103,103,51,209,209,213,213,155,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
53045,46,124500,641,446,2639,0,87,0,0,0,104,104,104,52,211,211,216,216,157,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
53046,47,134500,650,452,2675,0,87,0,0,0,105,105,105,53,214,214,219,219,159,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
53047,48,145125,661,459,2710,0,88,0,0,0,107,107,107,53,216,216,221,221,160,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
53048,49,156375,669,464,2746,0,88,0,0,0,108,108,108,54,219,219,224,224,162,0,0,0,0,0,0,0,0,28,50,0,0,0,0,0
53049,50,168875,680,470,2781,0,88,0,0,0,109,109,109,55,221,221,227,227,163,0,0,0,0,0,0,0,0,29,50,0,0,0,0,0
53050,51,183875,784,562,3749,0,120,0,0,0,131,131,131,66,271,271,275,275,205,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0
53051,52,201375,795,567,3788,0,121,0,0,0,133,133,133,66,274,274,278,278,207,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0
53052,53,221375,804,572,3833,0,121,0,0,0,134,134,134,67,276,276,280,280,209,0,0,0,0,0,0,0,0,38,67,0,0,0,0,0
53053,54,243875,815,580,3872,0,122,0,0,0,135,135,135,68,279,279,283,283,210,0,0,0,0,0,0,0,0,38,67,0,0,0,0,0
53054,55,268875,826,585,3909,0,122,0,0,0,137,137,137,68,282,282,286,286,212,0,0,0,0,0,0,0,0,39,67,0,0,0,0,0
53055,56,306375,834,592,3949,0,124,0,0,0,138,138,138,69,284,284,289,289,213,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
53056,57,356375,846,598,3989,0,124,0,0,0,140,140,140,70,287,287,292,292,215,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
53057,58,418875,857,603,4029,0,125,0,0,0,142,142,142,71,290,290,295,295,216,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
53058,59,493875,865,610,4076,0,125,0,0,0,142,142,142,71,292,292,298,298,218,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0
53059,60,581375,876,616,4114,0,125,0,0,0,143,143,143,72,295,295,301,301,220,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0
53060,61,668875,1008,727,5584,0,164,0,0,0,172,172,172,86,357,357,360,360,271,0,0,0,0,0,0,0,0,50,88,0,0,0,0,0
